Age,Salary,Experience,Education_Level,Job_Satisfaction,Department,Work_Life_Balance,Annual_Bonus,Commute_Time,Work_Hours_Per_Week,Promotions_Last_5_Years,Training_Hours_Last_Year,Overtime_Hours_Per_Week,Performance_Score
63,52089.79,1,PhD,5,Engineering,3,4808.32,111,42,2,75,19,39.91
22,66663.67,25,Master,2,Sales,2,7086.99,46,54,4,85,11,45.21
23,27487.97,17,Master,5,Marketing,1,6779.66,54,52,1,8,0,26.71
55,45153.86,46,Master,4,Marketing,4,4017.73,31,54,4,34,3,62
39,70033.56,15,Bachelor,2,Engineering,1,2681.9,93,41,1,13,12,45.53
35,64628.01,5,Associate,1,Engineering,5,6696.19,110,53,3,23,18,72.9
31,55538.96,17,PhD,1,Engineering,5,7533.8,87,55,4,66,4,22.87
27,27412.51,21,Bachelor,5,Sales,2,4320.17,6,56,4,99,18,35.98
63,49251.35,23,PhD,5,HR,3,5850.02,69,57,1,89,11,48.75
30,41151.27,43,Bachelor,1,Finance,5,6876.73,18,45,3,45,6,36.6
48,54965.58,10,High School,2,Sales,4,2120.77,112,29,3,25,6,51.13
47,37859.8,17,Associate,3,Sales,2,8045.53,19,56,0,45,18,45.46
20,34614.15,1,PhD,1,Finance,5,4299.8,55,26,3,98,12,15.99
47,19027.02,37,Master,4,Marketing,4,8159.24,26,30,2,70,15,52.13
23,68327.07,48,Associate,2,Finance,1,6518.42,62,36,0,28,1,40.08
46,44003.44,7,PhD,3,Engineering,4,5691.37,85,27,3,4,17,36.59
25,52357.19,12,High School,3,Marketing,2,8389,66,26,1,29,9,18.86
61,49966.43,40,PhD,2,Sales,5,5682.05,54,27,2,11,1,63.92
62,33988.49,1,PhD,1,Finance,3,7534.16,45,52,0,88,1,42
60,31114.03,20,PhD,3,Sales,3,6540.91,36,25,4,60,6,53.01
61,34920.27,44,Associate,4,Operations,4,4095.14,37,24,1,13,0,57.1
50,39152.47,31,PhD,2,Sales,4,2920.8,69,35,2,30,3,22.08
34,55499.09,4,Master,5,Finance,4,7754.05,45,33,1,42,6,14.68
65,38064.24,26,Bachelor,1,Operations,5,5252.63,87,53,0,75,17,70.68
28,76197.36,12,Master,2,Operations,3,6330.81,106,53,2,61,16,33.31
30,65407.27,22,High School,4,Operations,3,5924.65,119,44,0,51,11,20.84
67,62125.39,1,Associate,3,Sales,2,6026.86,118,41,0,66,1,32.91
28,48205.12,1,Bachelor,1,HR,2,6503,63,22,3,88,11,14.69
48,72714.21,3,Associate,1,HR,1,4903.56,103,37,1,44,16,43.89
45,46729.92,12,Associate,2,Sales,5,7991.43,62,39,3,22,7,27.48
61,49531.08,21,PhD,2,Marketing,4,7439.45,8,32,3,93,15,41.46
23,52549.62,13,Master,4,Marketing,2,4120.44,79,53,1,4,6,46.88
58,60527.35,13,Bachelor,5,Marketing,1,4105.19,117,40,2,57,2,36.61
33,59553.62,41,PhD,2,Marketing,1,2839.69,7,48,1,96,5,42.13
21,42873.12,18,Bachelor,2,HR,3,8728.53,70,28,4,39,1,31.01
52,42005.09,33,Master,2,Marketing,5,4404.03,40,59,2,11,11,64.45
65,59598.54,6,PhD,4,Finance,5,6053.29,27,41,3,93,17,39.62
43,60728.55,25,Bachelor,3,Marketing,4,4142.51,15,50,0,16,13,52.65
29,44099.73,23,PhD,5,Finance,5,5827.27,39,50,0,14,5,36.45
28,26192.18,24,Associate,4,HR,4,6638.21,33,25,3,42,1,11.76
54,46890.26,37,High School,2,Finance,5,7438.44,65,21,2,66,15,52.41
42,59352.89,26,Bachelor,3,Operations,3,7021.06,66,26,4,74,17,26.89
35,77081.25,4,Master,2,Finance,1,2132.53,11,31,2,13,1,19.7
36,32030.63,38,Bachelor,4,Sales,5,6486.99,23,38,1,58,1,48.45
40,43601.43,35,High School,1,Finance,5,8792.79,74,39,4,80,12,55.13
55,44158.95,49,Bachelor,2,Operations,3,4399.57,93,32,1,95,19,53.72
35,70337.08,11,Bachelor,3,Sales,2,7560.13,84,40,2,34,12,27.9
43,49475.88,36,Bachelor,5,Operations,4,3069.5,66,56,3,29,12,69.47
23,36390.1,25,Master,1,Marketing,2,6121.17,27,45,3,68,5,34.96
21,58380.43,20,High School,2,Finance,1,5044.9,57,52,1,12,15,35.06
61,43930.42,1,High School,2,Finance,2,1213.56,15,41,4,97,1,19.97
68,31634.19,30,Master,3,Engineering,1,3930.78,101,30,1,20,19,49.57
46,36608.4,4,Bachelor,1,Marketing,4,7073.62,76,34,4,89,9,44.38
51,76010.63,23,Bachelor,1,Finance,3,6125.85,104,37,0,37,15,27.57
34,55763.14,35,High School,1,Finance,1,4851.84,118,50,2,55,19,40.91
60,51616.4,42,Bachelor,2,Engineering,4,6615.95,93,53,3,69,10,60.53
60,46251.59,22,Associate,1,Sales,3,2044.97,39,48,3,67,17,54
33,54382.23,31,Bachelor,2,Marketing,2,4613.18,17,36,4,81,11,43.52
19,54203.54,1,Bachelor,2,Engineering,2,3250.55,74,37,0,94,10,22.1
51,54382.53,4,PhD,1,Marketing,1,1477.85,103,51,3,23,15,31.79
25,51722.68,19,High School,4,Marketing,5,6780.33,114,29,1,72,14,43.17
30,63031.98,30,High School,5,Sales,5,5916.85,65,28,1,26,0,15.21
59,50346.57,1,Associate,5,Sales,3,4420.07,43,46,3,7,7,49.17
25,35330.92,48,Associate,4,HR,2,4014.78,118,45,4,89,8,70.75
47,40813.66,19,Associate,1,Engineering,4,2181.57,72,40,2,76,10,47.41
49,20314.72,21,High School,2,Operations,3,4691.23,113,48,0,63,6,39
53,80402.26,22,PhD,3,Engineering,1,6233.09,47,39,2,56,11,46.48
64,62941.32,2,PhD,4,Marketing,1,3833.3,46,28,0,4,6,21.1
47,37548.94,6,Master,5,HR,3,7355.43,20,23,3,18,5,18.14
18,45772.33,21,High School,5,HR,4,2034.97,15,34,4,51,13,36
60,40446.85,33,Master,2,Marketing,2,975.73,92,42,1,77,3,57.93
56,73138.21,19,Bachelor,5,Sales,2,5145.69,82,35,1,44,12,45.28
34,28701.84,27,Associate,5,HR,4,6295.32,108,20,1,36,15,20.96
37,51717.14,37,Master,2,Engineering,2,6033,67,38,4,95,1,69.1
41,48372.08,29,Master,1,Sales,5,2377.25,76,45,2,14,10,51.11
67,62402.58,28,High School,5,Finance,5,4559.73,98,23,3,57,0,43.23
39,48439.86,34,Associate,1,HR,4,5600.35,35,47,4,26,13,48.73
46,23626.87,1,Associate,3,Marketing,5,6639.3,74,59,3,80,14,32.6
39,46233.23,48,PhD,1,Engineering,3,1273.65,28,54,3,97,8,49.39
61,35417.57,25,Master,2,HR,2,4956.71,59,54,2,90,3,77.92
26,51193.69,21,PhD,2,Marketing,3,5608.95,5,59,1,90,0,34.32
54,71512.66,34,Master,2,Engineering,4,2903.15,42,40,0,7,12,43.39
27,23908.62,26,High School,5,HR,5,5484.98,60,56,4,47,17,41.3
53,37996.66,36,High School,4,Engineering,3,3466.04,50,46,4,25,6,46.09
54,41709.61,35,Bachelor,5,Finance,3,6413.63,89,59,4,77,7,58.72
45,44275.53,23,Master,1,Engineering,1,7418.18,10,32,3,8,3,34.13
45,61101.88,17,Master,3,Marketing,3,3014.38,83,25,2,75,19,31.72
59,47396.83,47,Associate,3,HR,5,3020.92,36,50,4,14,13,58.78
60,56237.04,42,Associate,3,Marketing,2,7322.74,86,42,3,97,9,54.28
38,40613.4,12,PhD,3,Finance,2,5764.72,115,52,2,85,6,23.91
41,53448.87,44,Bachelor,4,Operations,2,5909.02,100,28,0,11,6,43.48
59,61666.96,20,High School,3,Sales,5,2676.63,16,24,2,88,13,36.76
57,39015.51,39,Master,5,Engineering,2,5837.21,79,57,1,32,10,58.07
19,61720.37,27,PhD,3,Marketing,2,5123.49,38,23,0,3,18,26.9
25,50785.59,42,Bachelor,2,Operations,4,6823.3,70,51,0,4,11,58.8
65,65681.9,37,Associate,1,HR,4,6314.27,48,22,0,15,7,42.08
44,46978.7,20,Bachelor,5,HR,1,4619.83,90,53,3,52,19,55.82
39,55718.67,11,PhD,4,Sales,1,3665.5,25,31,0,44,4,51.02
54,49390.91,28,High School,5,HR,3,6535.49,74,55,3,67,6,46.8
44,48556.82,2,Associate,2,Finance,3,5915.89,10,51,1,18,19,38.96
46,53883.96,24,Associate,3,Sales,3,1807.54,16,50,0,12,16,49.02
20,58052.11,16,High School,3,Finance,1,3292.14,8,32,4,2,12,28.02
61,31256.53,12,Associate,4,Engineering,2,6733.14,11,41,3,4,7,25.53
30,71504.5,16,PhD,1,Finance,3,1365.21,80,46,3,14,0,44.98
62,22105.05,36,Associate,3,Engineering,2,3148.38,98,24,2,90,10,43.25
27,39727.82,2,Master,4,Finance,2,7142.78,77,45,0,32,0,39.93
53,48585.96,25,Bachelor,3,Sales,1,3166.52,11,38,0,83,12,44.35
26,56185.34,29,PhD,5,Engineering,4,1650.4,116,42,2,40,13,51.95
44,73642.59,28,High School,4,Operations,4,3510.82,51,47,3,33,0,52.03
51,22125.63,10,PhD,4,Finance,5,3580.46,26,21,3,16,13,37.64
68,42384.59,45,Master,4,Finance,4,3892.48,31,22,2,40,9,59.16
18,18097.5,23,Associate,3,HR,3,4321.68,103,32,1,57,2,29.12
49,50474.33,32,Associate,4,Finance,1,5815.85,42,55,3,6,19,50.08
42,54075.25,31,PhD,5,HR,2,7693.06,92,40,0,43,2,50.1
46,73861.94,19,Associate,1,Finance,1,2647.16,18,58,1,36,17,53.88
24,51809.52,15,Associate,1,Marketing,5,2946.4,44,33,4,43,18,28.23
66,65660.38,33,Master,2,HR,5,6772.48,104,57,2,36,5,67.68
20,58757.56,17,High School,5,Sales,5,8157.66,81,47,3,14,1,27.02
37,43471.28,36,Bachelor,5,Sales,2,2154.37,105,24,3,97,19,42.55
37,28865.59,20,PhD,4,Engineering,5,5300.59,54,57,2,2,3,56.65
47,54125.03,9,High School,2,Operations,5,6038.22,79,36,3,65,1,36.04
52,27618.47,38,Bachelor,5,Operations,5,4762.92,36,59,3,97,19,58.38
52,69428.11,3,High School,5,Sales,2,1654.88,73,58,0,59,2,50.49
66,47569.07,2,PhD,5,Engineering,5,8164.3,85,54,0,98,17,59.67
56,67927.66,18,Master,3,Sales,3,110.5,70,37,3,62,17,47.56
44,42796.78,23,Master,5,HR,1,496.26,100,40,3,83,17,26.3
43,54032.76,19,Master,3,Marketing,5,5631.06,91,44,3,16,4,33.32
31,53140.23,7,High School,5,Engineering,5,4254.02,9,50,3,94,4,44.11
34,49324.34,35,PhD,1,Marketing,1,6632.68,44,34,1,80,14,37.25
35,43510.11,20,Associate,3,Finance,5,1609.39,42,38,0,73,7,37.38
62,55886.84,20,Associate,3,Finance,5,5424.68,76,32,3,86,1,37.07
69,36107.55,19,Master,4,Marketing,3,8675.09,95,51,3,29,7,60.5
46,31858.47,41,High School,5,HR,4,3679.04,66,50,0,36,5,60.7
37,68642.4,16,Associate,2,Marketing,2,6442.7,6,33,4,43,18,26.56
44,60907.52,38,High School,2,Marketing,2,6214.84,44,44,3,65,10,58.89
35,50988.37,21,PhD,2,Marketing,1,4522.46,75,38,2,40,3,46.25
21,74977.14,29,Master,2,Engineering,3,8401.83,108,42,1,59,19,44.41
18,45983.52,44,Bachelor,1,Engineering,2,5058.5,54,38,4,69,9,45.53
67,69840.55,38,Master,2,Marketing,1,3895.25,26,36,4,12,7,91.35
18,52633.61,45,Bachelor,4,Operations,1,5142.81,11,35,0,55,17,28.9
43,34628.74,24,Associate,2,HR,1,252.78,115,51,1,23,19,43.06
62,77720.6,37,Bachelor,4,Finance,2,1193.32,77,50,2,2,17,58.29
37,64860.66,29,High School,3,Finance,4,4852.83,114,29,1,63,12,50.63
69,48184.68,31,Bachelor,5,Finance,1,6083.54,113,27,4,28,1,45.73
40,60907.57,45,Associate,2,Sales,5,2781.69,39,21,4,15,9,55
27,43944.45,39,Associate,4,HR,4,1319.58,106,44,1,87,16,40.58
28,62437.24,12,Master,4,Engineering,4,3716.56,28,46,0,3,16,38.74
58,14133.82,30,Associate,5,Finance,5,4611.41,40,43,0,70,12,59.65
58,34702.98,4,High School,3,Engineering,2,8866.33,57,43,4,53,7,31.33
22,64688.9,30,Bachelor,2,Engineering,2,5904.16,86,39,2,19,13,45.83
18,46255.17,5,PhD,4,Engineering,3,6244.25,111,51,4,78,2,44.17
34,53113.13,16,Associate,2,Operations,2,8288.49,30,53,1,72,11,39.25
39,29798.22,27,Bachelor,1,Engineering,3,8959.74,107,48,3,56,0,35.3
51,77718,4,Master,4,Marketing,1,6714.56,83,57,3,98,14,38.47
62,67857.94,8,PhD,3,Engineering,2,6744.3,60,33,2,66,12,36.27
58,46989.72,48,Master,5,Sales,2,3545.08,90,43,2,55,1,69.87
46,43929.56,8,High School,4,Engineering,5,4389.98,93,54,2,88,3,31.6
21,65444.07,17,Master,1,Finance,1,3562.7,47,38,0,63,19,37.29
22,79737.06,46,Bachelor,5,Engineering,3,6411,119,27,4,66,6,47.57
28,64306.4,44,PhD,3,Finance,1,6024.07,93,27,1,14,9,47.33
68,82577.04,3,Master,2,Engineering,4,7525.81,45,25,4,74,12,45.05
38,36164.73,27,Master,2,HR,5,6945,93,30,1,87,13,40.62
52,37709.2,34,High School,4,Marketing,4,4215.76,42,32,3,69,7,40.98
29,32165.88,45,Bachelor,5,Finance,3,5887.96,93,46,4,20,7,50.55
43,56626.41,21,Master,1,Sales,2,8763.15,11,43,1,77,17,41.91
68,52634.05,43,Bachelor,1,Engineering,2,4760.95,44,47,1,26,15,56.44
36,47720.73,24,Associate,3,Finance,2,5222.68,112,22,3,76,16,18.05
62,62138.88,44,High School,5,Operations,3,4512.33,28,25,4,86,6,53.02
24,68484.93,41,High School,5,Marketing,4,5393.19,87,21,4,65,9,39.77
64,27115.06,29,High School,2,Operations,3,5563.92,26,52,0,94,11,54.63
24,41045.42,39,Bachelor,3,Engineering,3,6967.84,50,35,4,76,4,42.14
43,62302.15,6,Master,3,Marketing,4,3909.71,27,46,3,15,19,26.37
57,42983.92,14,Master,3,Sales,2,5529.03,88,40,1,0,9,17.15
22,38026.91,14,Bachelor,5,Finance,5,2537.62,88,20,3,65,4,20.36
38,65278.06,37,Bachelor,2,Sales,3,2675.58,11,37,3,95,1,32.05
31,30657.5,24,Associate,3,Marketing,3,6982.65,38,35,3,65,4,39.76
21,45476.3,13,PhD,2,HR,4,2133.17,15,57,4,3,6,25.81
40,54929.66,1,PhD,3,HR,5,6058.37,47,37,2,65,15,27.96
59,41392.7,12,High School,5,Operations,3,3278.57,76,33,3,3,14,35.06
37,61747.33,42,Master,2,Finance,1,2447.49,106,45,1,76,0,43.53
32,41466.85,24,High School,4,Engineering,5,5889.02,15,25,0,44,17,42.53
67,71129.29,37,Master,3,Operations,3,9668.89,47,30,4,0,18,40.24
69,48113.81,20,Master,5,Sales,5,5915.36,29,21,2,56,0,16.96
62,60069.05,6,Associate,2,HR,1,4174.87,35,44,2,66,8,27.61
46,61190.36,12,Bachelor,1,HR,1,3692.24,105,22,3,14,9,44.37
25,40586.9,21,Bachelor,5,Engineering,5,3230.38,30,59,1,66,9,40.21
58,19197.7,3,Bachelor,5,Sales,2,4567.3,78,49,0,96,14,50.65
65,55411.34,27,PhD,1,Marketing,5,6756.54,101,28,2,13,6,44.75
36,51084.33,46,Bachelor,1,Operations,4,5238.86,75,49,4,9,0,65.93
65,58337.39,36,PhD,4,HR,2,4636.14,104,40,1,86,6,46.58
56,46602.09,17,High School,4,Finance,1,1711.08,49,41,4,42,0,45.45
63,43543.58,49,PhD,4,Finance,2,2406.76,62,31,3,7,4,65.06
45,80127.1,46,Master,5,Marketing,1,2878.69,68,49,0,0,18,44.84
63,27914.69,15,Associate,5,Engineering,1,4286.13,24,25,4,44,17,27.31
44,61009.26,39,Associate,5,Engineering,1,4813.54,83,46,0,91,13,49.79
21,41380.97,4,Master,4,Operations,4,8363.26,84,53,4,74,0,35.47
32,44963.32,17,High School,2,HR,4,5445.96,103,34,2,72,10,24.26
52,45243.46,38,Associate,5,Operations,3,4196.86,66,49,2,42,10,66.79
54,37948.49,11,Master,5,HR,4,6663.44,65,34,3,10,2,46.23
18,58568.36,12,Associate,5,HR,1,6915.72,89,55,1,40,2,33.97
20,70859.65,47,PhD,4,Marketing,5,5245.83,58,48,0,64,18,54.47
64,57050.2,32,Associate,3,Marketing,2,4662.17,39,26,1,39,3,53.7
41,51550.73,27,PhD,4,HR,5,7819.91,108,34,1,51,2,49.22
44,35203.39,44,PhD,3,Engineering,1,5425.43,116,48,1,66,2,60.52
57,57752.38,43,Associate,4,Sales,5,2554.43,38,33,1,86,12,46.97
53,82345.24,27,Associate,2,HR,2,4302.08,107,29,1,82,10,25.13
51,44289.58,49,PhD,2,Engineering,3,5780.41,5,43,4,44,18,59.49
46,44360.25,40,Associate,5,Engineering,3,4212.64,13,57,1,8,13,70.28
41,41583.66,44,High School,4,Finance,4,6093.19,109,21,0,69,17,56.91
41,42658.79,29,Bachelor,3,Operations,5,2057.35,98,26,2,79,19,41.29
59,8820.51,9,Bachelor,3,Sales,4,6744.9,25,54,1,44,18,40.14
21,56075.53,43,Master,2,HR,4,4213.01,86,47,3,82,19,56.63
20,37316.72,3,Bachelor,5,Sales,5,3865.1,26,59,0,18,10,21.42
51,25846.05,39,High School,3,HR,5,6660.68,112,45,4,2,15,47.33
66,61297.85,29,Bachelor,4,Operations,2,4892.87,94,51,2,43,9,41.49
40,33769.73,21,Bachelor,5,Sales,5,3847.53,80,34,2,12,6,47.38
69,44919.96,35,High School,4,Sales,5,4711.98,35,41,2,25,4,39.14
40,71996.64,48,PhD,4,Engineering,4,4707.16,41,42,3,19,0,58.18
62,28861.76,10,Bachelor,2,Sales,3,3982.05,111,29,1,63,7,59.16
22,27011.03,23,Master,4,Sales,1,5651.81,104,44,4,22,12,40.92
48,54039.59,39,Bachelor,1,Operations,3,4840.21,52,46,4,82,19,43.11
58,67242.31,25,Bachelor,5,HR,5,6659.28,112,45,4,30,5,45.02
23,26384.87,24,High School,1,Engineering,1,1750.26,6,37,1,69,16,18.9
54,56115.35,20,High School,4,Sales,5,5109.41,105,20,4,98,14,26.15
27,58714.99,15,Master,4,Engineering,2,7678.47,108,21,4,50,14,18.05
57,19112.59,21,Associate,2,Engineering,5,3941.82,20,51,2,5,5,40.27
24,61977.52,42,High School,2,Marketing,1,4562.98,54,56,1,16,6,52.47
56,63149.09,12,Associate,2,HR,2,7721.42,27,50,0,64,0,15.59
55,45323.22,18,Master,2,Marketing,1,332.84,103,31,0,91,10,26.27
38,68785.2,23,Bachelor,3,Engineering,2,8142.77,10,32,0,43,12,42.34
37,67046.83,41,Bachelor,2,Operations,4,6053.72,65,48,3,60,12,72.49
20,51546.77,29,Associate,4,Operations,1,5000.79,40,22,2,94,19,34.61
68,43228.32,41,Master,4,Sales,4,6909.73,26,23,4,15,15,42.92
39,35407.58,36,Master,5,HR,4,4424.71,66,35,2,67,3,53.6
64,49436.55,5,High School,1,Finance,5,2876.15,15,29,1,66,15,44.54
21,58546.38,39,Associate,3,HR,3,4310.94,102,33,1,6,16,32.28
45,45137.35,26,High School,3,Marketing,2,4252.52,89,56,2,59,15,41
29,17037.48,39,Associate,5,HR,1,4137,81,38,1,22,2,60.73
55,69030.71,11,High School,5,Sales,4,5529.51,49,49,2,67,2,31.9
68,52853.35,42,High School,2,HR,5,5146.07,86,58,2,19,5,82.63
53,44305.63,11,Master,5,Finance,1,5425.03,60,23,2,76,6,37.62
64,62857.38,18,Master,3,Operations,5,7885.77,49,55,0,71,6,64.04
58,72869.58,12,Bachelor,1,Marketing,1,4425.42,48,51,4,35,12,54.44
22,7971.33,16,Bachelor,1,Marketing,5,7813.79,98,46,1,97,2,43.96
30,56513.95,27,Master,3,Engineering,5,7560.6,109,42,4,67,15,28.85
40,28600.26,36,Master,2,Marketing,3,868.66,92,38,4,25,10,53.24
67,57486.66,17,High School,1,Finance,4,2629.7,5,53,2,34,19,62.79
47,51918.91,49,Bachelor,1,Finance,2,2491.19,105,30,4,52,7,48.7
54,59535.9,21,Master,2,Operations,2,8166.82,32,38,2,19,18,22.82
42,42511.29,37,Associate,1,Marketing,1,4906.58,8,42,1,9,13,35.19
65,21901.4,31,Associate,4,Operations,1,4152.42,8,59,3,69,9,43.83
44,43244.48,45,Bachelor,3,HR,3,2433.93,82,27,4,93,0,43.57
68,56102.71,35,Associate,1,Finance,1,7042.64,79,28,4,2,18,35.5
31,65230.88,27,High School,1,Marketing,2,4261.25,91,33,4,83,1,30.02
65,32422.53,23,Bachelor,2,Marketing,4,794.33,114,59,2,45,18,75.55
64,65405.91,32,Master,1,HR,3,8397.81,80,54,0,66,6,65.83
53,40281.92,17,Associate,2,Operations,1,4928.9,116,53,2,79,9,52.38
56,55436.75,11,High School,3,Marketing,3,7433.98,62,20,2,3,5,42.34
33,42351.59,1,Master,4,Sales,3,4998.32,115,51,2,39,14,19.15
39,52732.56,28,PhD,5,Engineering,3,3978.73,46,27,1,38,16,28.57
38,63378.16,18,High School,3,Finance,1,4962.42,72,42,1,16,0,38.93
38,31594.79,49,Associate,1,HR,5,5869.62,69,51,3,28,6,50.03
25,39801.41,41,High School,4,HR,1,3570.59,119,57,4,3,8,47.98
66,52774.44,20,PhD,5,Engineering,1,1371.7,44,54,3,73,8,59.11
33,86023.75,7,PhD,5,Sales,1,496.42,78,41,0,72,18,40.74
48,37052.15,37,High School,1,Engineering,1,5108.94,11,56,1,74,16,60.97
59,80602.01,16,Master,5,Marketing,1,5728.72,6,46,2,64,6,56.99
27,80066.35,39,Master,5,Operations,3,4658.09,91,40,1,94,13,18.38
49,48540.33,45,PhD,3,HR,3,3022.83,38,48,1,16,6,77.66
51,45527.71,45,Bachelor,3,Operations,1,3957.09,55,32,0,63,16,59.67
26,39619.02,47,Bachelor,5,Operations,4,5138.27,16,56,0,99,10,51.44
34,48976.96,23,Master,2,Operations,4,5623.26,119,56,4,46,19,30.13
28,28899.21,32,Bachelor,1,Operations,5,4819.62,60,59,1,17,3,46.74
49,48856.41,49,Master,2,Marketing,4,3627.23,80,53,0,70,5,53.23
27,72453.2,17,Associate,2,HR,2,7698.39,113,53,3,25,5,50.51
39,40833.72,19,Master,5,Operations,2,3211.75,20,29,1,23,8,40.99
34,46389.14,42,Associate,1,HR,4,3038.24,12,34,2,32,11,38.75
21,24482.89,34,PhD,2,Operations,1,4294.92,46,46,4,89,2,28.6
65,55610.93,14,Bachelor,3,Marketing,4,7353.88,10,35,1,28,8,38.92
69,53967.23,3,PhD,3,Engineering,2,6338.51,83,45,4,87,12,51.34
64,50955.54,39,High School,1,Operations,4,4892.38,53,46,4,45,2,62.86
42,46747.59,25,High School,2,Finance,3,2893.08,15,23,0,75,9,20.77
38,45608.63,11,PhD,4,Finance,5,3243.65,66,53,0,91,9,34.15
54,57528.5,49,Master,4,Engineering,3,4439.11,119,30,1,25,5,63.7
55,49567.75,15,Master,1,Sales,3,4133.5,34,22,4,40,5,32.08
66,54724.58,19,Bachelor,1,Engineering,5,4014.9,14,58,3,24,15,52.48
18,53224.74,43,PhD,4,Engineering,1,7791.64,91,44,0,14,14,64.7
42,66851.41,15,High School,2,Engineering,5,11153.57,22,44,0,94,14,27.52
68,60154.91,15,PhD,2,Finance,1,3474.16,66,57,0,33,2,62.84
53,52892.93,38,PhD,5,HR,2,6324.72,13,20,0,50,1,40.16
34,72776.33,15,Bachelor,1,Sales,4,6816.51,77,31,4,71,14,26.93
58,56304.03,9,Master,2,Sales,2,3952.36,118,37,3,26,18,39.35
41,69574.44,5,High School,4,Sales,2,3436.92,10,56,0,3,1,41.27
19,59104.14,19,Bachelor,4,Marketing,2,3153.79,84,32,3,75,19,35.22
57,22371.21,24,High School,3,Operations,4,6119.91,80,37,4,94,2,43.01
32,69572.52,29,High School,2,Engineering,1,6137.12,6,34,2,84,0,44.96
49,52027.64,5,Master,5,HR,5,7191.2,85,25,2,19,16,29.97
56,49220.68,22,Master,5,HR,1,9270.65,30,58,2,47,1,46.91
23,54220.23,13,Bachelor,1,Marketing,1,6075.9,13,32,1,52,7,14.27
18,44825.25,49,Associate,3,Finance,3,5221.07,9,31,3,62,15,49.44
64,53405.43,47,Bachelor,4,Marketing,4,3157.25,96,29,4,16,1,58.45
40,41121.86,46,Bachelor,4,Marketing,1,6558.81,98,45,1,94,18,47.47
56,69114.08,29,Associate,1,Engineering,1,-855.35,21,46,2,78,0,35.93
34,48296.18,16,High School,5,Finance,2,4190.71,66,41,2,31,6,29.84
51,44261.24,36,PhD,5,Operations,3,871.72,51,52,2,65,0,36.05
58,36126.11,17,Associate,4,Operations,5,4345.68,43,35,4,91,4,50.65
46,54031.64,20,PhD,1,Marketing,3,6616.34,63,20,2,84,17,31.4
26,52806.61,14,High School,2,Operations,2,8492.95,87,20,3,49,5,25.93
30,55826.37,6,Associate,3,HR,2,240.27,10,30,2,12,2,20.75
23,34591.22,22,Master,5,Engineering,2,7473.95,72,41,1,96,17,53.4
23,25982.28,40,Bachelor,5,Operations,4,4448.18,112,48,2,26,2,54.41
37,59383.87,9,Associate,5,Finance,2,4945.27,119,53,1,25,15,34.29
69,72269.63,32,Associate,2,HR,1,6721.49,42,22,0,52,14,42.68
20,34604.7,24,High School,2,Sales,4,4718.61,60,50,4,33,1,32.25
34,73841.62,33,Master,3,Engineering,2,3489.59,18,32,3,81,2,39.02
66,54258.67,13,Associate,5,HR,4,3852.93,84,30,2,73,4,43.35
29,49894.06,35,Master,4,Marketing,1,3311.16,58,56,2,82,7,53.29
65,44036.77,6,PhD,5,Marketing,2,5267.09,105,27,2,56,8,32.1
64,29232.23,49,Associate,3,Engineering,2,7519.43,36,29,2,11,10,70.6
62,64815.93,40,Master,3,Finance,1,6719.27,35,57,1,87,13,42.3
18,38365.9,30,Bachelor,4,Marketing,2,5188.62,73,34,4,64,4,29.23
34,38302.9,38,High School,2,HR,1,3682.9,21,27,1,8,17,47.39
20,64878.89,16,Master,4,Sales,2,5606.87,8,49,2,92,17,48.88
43,21755.25,1,High School,3,Finance,2,8602.97,111,55,1,44,16,38.07
32,27146.03,42,Associate,4,Engineering,3,3138.87,92,49,2,91,8,66.17
53,49727.99,18,Associate,5,Marketing,4,6500.78,10,50,0,98,14,63.21
49,54399.27,22,PhD,3,Finance,5,5854.12,68,24,1,81,17,32.83
49,57271.02,26,High School,2,Sales,3,3553.12,34,38,4,43,15,34.97
21,45473.02,14,Bachelor,2,Finance,3,5484.61,112,53,0,47,17,26.57
35,87955.55,37,Bachelor,4,Finance,4,4166.82,79,32,3,18,0,28.64
66,46581.61,49,Master,4,Engineering,3,3264.71,95,44,1,85,10,50.81
36,46538.21,14,Bachelor,4,Sales,1,3051.1,13,33,1,81,6,22.63
60,38045.2,26,High School,5,Sales,3,3558.2,28,30,3,53,9,32.44
69,51858.6,36,Associate,2,Finance,5,2658.86,24,49,4,75,8,69.15
52,59224.42,23,High School,3,Marketing,1,8906.78,17,26,0,72,6,33.74
57,68053.67,2,High School,3,Finance,4,3093.46,59,21,3,35,16,13.32
31,27660.74,39,Associate,2,HR,4,8120.28,96,54,4,14,2,47.11
50,46310.07,7,High School,4,Marketing,4,5765.32,115,22,0,8,2,30.7
31,56700.55,39,Bachelor,1,Engineering,1,1574.27,99,52,4,8,9,47.49
51,58805.86,45,Master,4,Sales,4,3338.59,100,51,4,45,19,57.23
21,50098.23,22,Master,2,Operations,4,5684.33,103,36,2,30,0,14.21
41,58136.36,28,High School,5,Marketing,5,3660.39,105,47,1,54,14,55.3
46,37865.54,38,Associate,4,Engineering,2,5385.32,23,40,0,69,8,46.28
36,73368.58,20,PhD,3,Finance,2,1268.18,51,38,2,57,8,24.09
23,64889.42,49,High School,5,Engineering,2,5111.09,75,52,0,14,6,52.23
50,29826.08,18,High School,2,HR,4,4754.74,71,30,2,39,9,31.54
